pseudo_id,tempo,valence,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,track_id
399,131.68,0.148,0.588,0.452,0.741,0.000106,0.145,-5.48,0.038,027DJzimsjm1M1hflEWLnv
400,159.946,0.604,0.548,0.0579,0.936,0.0,0.167,-5.064,0.0527,028bqM4pwdm2QV29UEVFRm
401,87.458,0.28,0.4,0.0242,0.687,1.53e-05,0.236,-6.481,0.0309,028lsIzliUXufTSEIQi8Sx
402,150.027,0.177,0.589,0.00371,0.595,3.08e-05,0.0795,-6.59,0.0313,029KUF75QSJR8sFMicMSBf
403,144.052,0.158,0.798,0.102,0.553,0.0,0.113,-6.296,0.348,029QP3fFtLaW9B9RKr8DAg
404,80.388,0.473,0.36,0.00323,0.799,0.154,0.186,-5.917,0.0409,029oo7LY6eNeD5dTkTiCxo
405,141.982,0.323,0.55,0.0946,0.529,0.00722,0.106,-7.338,0.0385,02A2Mi0vR68au8FHSX3xmc
406,99.994,0.833,0.784,0.362,0.817,0.000195,0.148,-7.799,0.0348,02AQcuOw1dEOq8iJazZ6nN
407,110.044,0.541,0.643,0.0732,0.891,0.0,0.348,-2.757,0.1,02AThDf6z3YEYObZdqskyB
408,120.638,0.564,0.693,0.506,0.5,0.0,0.109,-4.57,0.0604,02BKhU4mIoXaia5Tim6yPf
409,138.054,0.835,0.574,0.843,0.322,0.778,0.108,-15.271,0.701,02BnIRw7x7JngWXHZXvTDc
410,139.682,0.358,0.375,0.994,0.00406,0.908,0.0842,-31.824,0.0671,02BumRY2OTFMkMxrXSVMat
411,179.892,0.436,0.408,0.514,0.642,0.0105,0.0907,-9.795,0.14,02CLnOe5IdSZKKS1oxWeRZ
412,92.379,0.597,0.51,0.472,0.527,0.0,0.103,-8.707,0.0397,02CPGci789jBYhpFbEiu7P
413,70.013,0.526,0.437,0.0117,0.891,4.72e-05,0.0793,-6.245,0.0357,02CTw5wvqlbna8Wwo3u52x
414,119.998,0.963,0.815,0.113,0.433,0.00345,0.112,-9.641,0.038,02CdafySiW9JoKIXb5RheG
415,76.391,0.343,0.548,0.91,0.0395,0.0,0.331,-16.974,0.0673,02CkdoaCvkxLQhMQkc8Lxc
416,132.041,0.96,0.659,0.00342,0.688,4.88e-05,0.32,-5.448,0.0449,02DDdvA9KjwSbVShx0cvnx
417,219.142,0.619,0.697,0.00873,0.238,0.8,0.122,-4.988,0.0645,02DMwE7XwZASzSph2bsUDf
418,90.502,0.542,0.387,0.0134,0.617,0.0,0.115,-6.277,0.151,02DaqClSJTt95OvsiroP5j
419,79.924,0.469,0.382,0.243,0.905,2.47e-06,0.375,-7.487,0.071,02De82qwN1Wwnsji47Vh3y
420,158.489,0.257,0.329,0.514,0.421,4.7e-06,0.141,-10.26,0.0394,02DknGLIwU3L0USTonqYS1
421,81.874,0.218,0.446,0.0891,0.627,0.162,0.104,-7.82,0.0348,02Dswg2rpYl8HJubTWZHY1
422,100.038,0.314,0.474,3.21e-06,0.875,0.111,0.108,-3.61,0.0382,02E10yVCMKCTDvS3UZPe1b
423,119.035,0.543,0.476,0.000127,0.791,0.826,0.142,-7.021,0.0304,02ECIWbXof8hL5pFRuZsHo
424,149.278,0.235,0.499,0.444,0.497,1.41e-06,0.108,-7.811,0.0449,02Ey48n33H3erWJRZAtTFj
425,102.03,0.157,0.273,0.00184,0.957,3.14e-06,0.124,-2.707,0.132,02F1n2ijbx02hEnhhRk4IV
426,120.008,0.159,0.714,0.00601,0.514,0.845,0.433,-8.994,0.0377,02F9KPDFlxLsEl3Kzqtvxj
427,187.105,0.307,0.295,1.58e-05,0.984,0.207,0.337,-2.405,0.174,02FJIHyzETKUZYdhI6W9aq
428,168.189,0.916,0.691,0.131,0.704,0.0,0.336,-5.182,0.139,02FLC7T2wnnvEf7OIcoY2K
429,131.522,0.0357,0.239,0.00247,0.967,0.69,0.129,-2.662,0.0548,02FPjj5HyCRQMbE3egggh6
430,123.973,0.444,0.605,0.00182,0.717,0.0316,0.262,-3.511,0.0454,02FZ7CS69ZwsLQMngR3rhW
431,116.577,0.195,0.422,0.0583,0.678,0.371,0.301,-10.987,0.0493,02FayRZAhl0inGus2LmdPN
432,175.917,0.886,0.702,0.302,0.896,2.29e-06,0.11,-6.225,0.244,02FoeOLVk0o8HTsbqsOXuC
433,121.998,0.716,0.83,0.000727,0.522,0.877,0.075,-12.324,0.0776,02G42teKnMwPwDFEKUfdct
434,149.48,0.694,0.479,1.51e-05,0.968,0.0408,0.111,-4.698,0.0424,02GBtzxf70cvt8wxxhKnyG
435,109.991,0.109,0.724,0.718,0.418,0.884,0.111,-18.761,0.136,02GCSZWHKNQ82cIjkPkjfE
436,86.358,0.107,0.512,0.848,0.0488,0.0,0.1,-17.018,0.142,02GNxTDR51UHNxpPceqg9P
437,79.999,0.403,0.614,0.266,0.516,0.000247,0.108,-12.343,0.0288,02GqfWbqWcKlItHyN5eaPj
438,143.972,0.886,0.705,0.112,0.762,1.25e-06,0.137,-5.618,0.0369,02GuNQFd8ZUELtUd5yCp4k
439,143.028,0.925,0.633,0.0529,0.805,0.0,0.146,-5.523,0.0329,02HQGyk9aGfleS1epTFtnJ
440,133.302,0.596,0.268,0.465,0.791,0.96,0.105,-7.816,0.147,02HXl2ikXCOiVjySORump5
441,92.067,0.381,0.575,0.0366,0.819,1.7e-06,0.121,-4.723,0.0342,02HZgK5YSCALhTkEw2x1va
442,116.113,0.445,0.523,0.00267,0.882,0.0,0.107,-6.634,0.042,02HdjmfXq1F2OsX6yPg86n
443,115.505,0.699,0.788,0.0506,0.58,0.0,0.0819,-8.368,0.039,02IT7eWGpoW1IUYo4atpQl
444,125.155,0.23,0.426,0.182,0.687,0.0992,0.0943,-8.289,0.0393,02Io6R1p3g7HXae5QoOtxo
445,169.134,0.335,0.19,0.957,0.64,0.924,0.103,-9.609,0.0355,02Ip9LrFx5WT9s8uvE9W9Z
446,108.019,0.427,0.504,0.000437,0.968,0.0,0.225,-3.497,0.0684,02JRozQlGwY7WF1xlw15G0
447,97.99,0.836,0.61,0.724,0.765,0.0,0.802,-5.982,0.0353,02JdnJSwKTE48swaFqschE
448,129.965,0.442,0.795,0.0247,0.706,0.0,0.533,-4.108,0.161,02K3eYdZaSeA8FwroqKLFh
449,129.606,0.182,0.431,0.876,0.286,0.00213,0.111,-15.688,0.0387,02KgB1Qyk4PrFweUMGl9NO
450,175.117,0.427,0.351,0.000361,0.901,0.429,0.114,-5.726,0.0542,02KvuokJ07rUx0ui1urnsD
451,143.024,0.838,0.783,0.837,0.748,0.0,0.189,-6.721,0.115,02KzSuRKrfCNvz7rlN8Es4
452,136.024,0.56,0.747,0.0128,0.705,0.0,0.126,-5.137,0.126,02M6vucOvmRfMxTXDUwRXu
453,128.537,0.539,0.586,0.901,0.248,0.0,0.412,-11.994,0.0601,02MeD5QA5c5i3xftCJeNBc
454,75.997,0.657,0.84,0.0342,0.736,0.0,0.0572,-4.37,0.111,02OBEsgNfL0u9AGDUOIsDU
455,105.036,0.544,0.675,0.57,0.78,0.0,0.166,-4.41,0.104,02OtqoVbJh8fkN4l0XRRcq
456,96.012,0.668,0.853,0.0136,0.846,6.42e-05,0.177,-6.385,0.0949,02P68cJOLqfjp2KjFjcZ6I
457,143.671,0.302,0.442,0.501,0.76,0.0,0.715,-3.186,0.0588,02PFXdSFvYurNrZiDJqwRE
458,122.014,0.558,0.946,0.0101,0.317,0.0902,0.0866,-7.003,0.0597,02PSzrkZRhk5uzwZX5nWdp
459,142.045,0.211,0.443,8.21e-05,0.872,3.37e-06,0.229,-4.205,0.0444,02PTdS9L4BFXOtNvyM1ukF
460,131.94,0.696,0.573,0.341,0.759,0.0,0.105,-6.697,0.157,02PeoO7mPhmwpPmF4DDtWK
461,88.074,0.673,0.532,0.737,0.585,0.0,0.0945,-9.182,0.307,02PiSFhD8wMf9j77Ny9DN6
462,149.927,0.87,0.748,0.0426,0.713,1.73e-06,0.149,-5.444,0.149,02PiwfcW4LuKxhDi3JfH01
463,75.002,0.406,0.723,0.859,0.555,1.45e-06,0.233,-8.357,0.0565,02PtAiRNMCvoxyJ399xrPh
464,67.034,0.158,0.205,0.526,0.288,5.17e-06,0.357,-7.988,0.0307,02QwHNesGgFUpcRBosNdd5
465,97.526,0.332,0.306,0.13,0.904,1.8e-05,0.831,-5.191,0.0788,02RbwOPB3eXKli527ItBSv
466,115.029,0.969,0.89,0.541,0.496,1.6e-05,0.0411,-7.78,0.0473,02RfhYXRY10ltJ8NUobTfD
467,127.0,0.256,0.612,0.00967,0.558,0.0431,0.106,-8.716,0.0292,02RyyMIWxt4scDyUW9pqqP
468,81.663,0.315,0.641,0.938,0.307,0.000145,0.142,-14.554,0.0482,02SKVviRahUrRZGg5Bo7B6
469,165.967,0.622,0.592,0.0743,0.784,0.0,0.0835,-5.684,0.0721,02Tvus8GNFWQDh6bKX9aH8
470,148.001,0.168,0.682,0.00299,0.787,0.738,0.533,-7.486,0.124,02UCSfDqzFyVXqnNfuD8RV
471,97.12,0.0749,0.393,0.857,0.445,0.92,0.115,-11.317,0.0565,02UWMtrjz8xgBUoEjkb87H
472,75.318,0.331,0.517,0.912,0.301,0.0,0.92,-12.007,0.705,02UfBmMerddIN9u4AF7srK
473,120.049,0.282,0.637,0.0228,0.948,0.782,0.42,-6.362,0.119,02V2PwXfovnT03QPHpp1SF
474,142.002,0.335,0.538,0.77,0.362,0.000373,0.176,-7.954,0.0287,02W1lIY3cXTXe6bvs8q1wg
475,120.018,0.698,0.834,0.0332,0.914,0.000446,0.16,-4.943,0.179,02WoLGIvd37ac8B305j2E8
476,110.109,0.798,0.964,0.776,0.169,0.0604,0.0783,-20.19,0.17,02WpCYOVHVRDPhbkiswGmQ
477,160.02,0.404,0.701,0.135,0.397,0.0018,0.142,-11.46,0.0322,02Wrv3xXzkJW2yJn1Fj7NT
478,108.239,0.0731,0.161,0.761,0.275,0.979,0.138,-15.743,0.0326,02X4tgIh2nGuyj2ic0Wuwz
479,102.996,0.424,0.781,0.19,0.651,0.702,0.0594,-8.802,0.0432,02X86Z19XydyPqKpGLyOdM
480,128.001,0.262,0.514,0.0382,0.803,0.0,0.0899,-6.415,0.0495,02X93AUKXP7FPJBPckqgGu
481,105.863,0.383,0.475,0.441,0.467,0.0,0.669,-9.777,0.028,02XMnHsxaYVhASTmMkIbj1
482,145.461,0.308,0.541,0.743,0.352,0.0,0.286,-7.969,0.0312,02XjhdLBr7kZjJSDFpgEM8
483,121.516,0.722,0.511,0.0818,0.857,0.0,0.473,-7.54,0.0402,02Y5MRZD7AsElSRxsQtQzw
484,130.03,0.403,0.918,0.831,0.151,0.139,0.17,-14.89,0.125,02YDfWUofZcgReuqaTe1jy
485,168.219,0.237,0.518,0.31,0.217,0.0096,0.0682,-14.02,0.0479,02YWpfMAUVTvsbhu3QO9fM
486,121.566,0.36,0.273,5.65e-06,0.984,0.00363,0.0842,-1.263,0.0597,02YbvgsXapCh9MLTrU11Ts
487,97.501,0.0509,0.431,0.00121,0.942,0.00047,0.0962,-3.544,0.0753,02YvSxohNvYp7vDFX3yjsR
488,121.995,0.741,0.862,0.0158,0.51,0.867,0.111,-10.126,0.0668,02Z0VLPtDgMQeLsZcg7qVU
489,128.993,0.399,0.428,0.000559,0.896,1.7e-05,0.0934,-5.108,0.0904,02ZHjznxEJR1nR2t8TnzYp
490,149.968,0.209,0.594,0.00507,0.902,0.066,0.248,-4.243,0.0313,02ZoOwRkTMyPX80mArxZRC
491,81.919,0.166,0.615,0.0261,0.484,0.0,0.0795,-6.9,0.132,02a0r6xXpwreBfkezAUrcK
492,174.272,0.199,0.298,0.851,0.407,0.00792,0.0824,-10.333,0.0293,02aLw97KKhqN6iMqjJntf3
493,95.923,0.133,0.351,0.00799,0.621,0.00355,0.355,-7.492,0.0311,02bMryG4ZLKreMbXROVuwz
494,157.473,0.186,0.474,0.938,0.151,0.00278,0.0964,-11.751,0.0354,02cCntRCrtgojL45e9oNnu
495,133.042,0.405,0.489,0.858,0.527,0.801,0.102,-12.412,0.033,02cYwueSCT1ERcR36juRih
496,81.159,0.294,0.34,0.349,0.308,0.00021,0.112,-9.033,0.0341,02ckSWja0a1uutSiZ2enQG
497,147.806,0.398,0.497,0.891,0.26,0.371,0.0736,-13.403,0.0274,02d7m51SjPVO2RU8i1sgwN
498,128.013,0.792,0.801,0.14,0.621,1.27e-05,0.117,-7.145,0.0383,02dWFvn89e04wzUBdT0K40
499,134.654,0.469,0.555,0.852,0.309,0.0,0.121,-9.394,0.0337,02dcOQGdOgZyErpbJT4hr5
500,75.276,0.0707,0.331,0.804,0.331,0.000154,0.94,-9.448,0.0373,02dkASvbYEmzTeN3nAeQqC
501,122.647,0.949,0.734,0.451,0.835,1.42e-05,0.472,-3.078,0.0304,02eE0n3o3SJBqjW8UBWpVG
502,130.021,0.255,0.568,0.843,0.49,0.33,0.535,-9.175,0.0291,02fBFDWJa1IbDAPbab0i3S
503,140.072,0.125,0.421,0.0207,0.847,0.0133,0.275,-5.141,0.051,02gIPDHCTuKgKEl2VlgPzt
504,164.075,0.486,0.472,0.601,0.708,0.0,0.111,-5.703,0.186,02gShJ5KSPODMuAxJVB2KO
505,104.984,0.751,0.707,0.632,0.706,1.9e-06,0.0795,-2.855,0.0262,02gifbHrxakrPqKJM5H3TV
506,128.018,0.421,0.533,0.0143,0.936,0.721,0.0622,-4.626,0.0447,02hAUjeZHXJSIIJdX4Esmb
507,140.92,0.935,0.708,0.0279,0.833,0.0,0.224,-7.179,0.069,02iWm5ssVqphn74ivMTDuc
508,80.331,0.0445,0.322,0.976,0.121,0.975,0.0862,-18.148,0.0321,02ienCgIcV7cAqTp9hNr4k
509,160.036,0.358,0.223,0.00216,0.802,0.277,0.091,-7.893,0.0581,02iqnwTKqgdRrh7a282t4k
510,170.021,0.363,0.565,0.906,0.38,4.71e-05,0.103,-11.729,0.0562,02jBwNPQHUWgxxAhIlOulA
511,107.992,0.481,0.639,0.0247,0.652,0.0,0.354,-5.484,0.0283,02jUeKiYA8VQLxnHtfxjN4
512,117.635,0.128,0.364,0.339,0.516,0.287,0.105,-8.872,0.0347,02jXZfT8IjNmdrKbnHBq1J
513,97.004,0.595,0.682,0.0241,0.867,1.32e-06,0.329,-3.122,0.0292,02jYQ47eGc0Dm9JiOcLBJ7
514,163.676,0.212,0.354,1.35e-05,0.735,0.583,0.307,-6.067,0.0387,02mR2D5tNN6Eb7qCspf0Hj
515,48.259,0.517,0.423,0.487,0.748,1.86e-05,0.202,-5.156,0.0995,02mU7IwxTcZO1BsSYDZmSQ
516,125.044,0.647,0.708,0.27,0.535,0.0325,0.0983,-8.509,0.0375,02mVXsWzAZjgwocPPAHSOE
517,172.028,0.717,0.56,0.849,0.445,0.885,0.061,-13.73,0.033,02miQFNM76qcOLSzv2bJMa
518,182.03,0.595,0.448,0.018,0.674,7.2e-05,0.0901,-5.289,0.0254,02mlmIWiUxr2fAQQUE8Avw
519,114.349,0.588,0.456,0.234,0.737,0.0,0.978,-4.585,0.03,02mmkus3iztD6SV8jhUAQn
520,74.984,0.332,0.535,0.876,0.26,1.71e-06,0.138,-7.962,0.0262,02n13KhxJNPPY2YRETcguj
521,155.975,0.548,0.562,0.0254,0.732,9.74e-05,0.0787,-6.855,0.03,02o9dWnFKipYEcFbd7Kaj9
522,120.066,0.721,0.769,0.0778,0.825,0.0,0.119,-4.283,0.193,02oS4EwEsqUfEpcNDwAbTM
523,170.861,0.218,0.442,0.191,0.684,0.0,0.0725,-4.888,0.168,02opp1cycqiFNDpLd2o1J3
524,135.079,0.763,0.502,0.00207,0.9,0.0,0.198,-3.936,0.0491,02pxeYqVDzOnHwzFXx8MNR
525,170.53,0.444,0.396,0.817,0.257,0.00417,0.101,-12.679,0.0353,02q3kEgng0D3vL2Y8ONVRw
526,94.978,0.897,0.687,0.154,0.873,0.0,0.12,-5.01,0.14,02q7As6vetjqpk8QfDS7wM
527,129.165,0.525,0.65,0.15,0.712,0.0,0.867,-6.719,0.0293,02qSM1e1nVOzb49IyoJCDb
528,97.013,0.897,0.729,0.302,0.808,0.0,0.128,-2.811,0.0478,02qU93FA1l6w6ClEOsq8Es
529,161.964,0.0704,0.338,0.00172,0.645,0.00094,0.121,-6.962,0.0316,02qVj9sW2Zz8mhklaIrDRI
530,106.993,0.0485,0.589,0.0784,0.603,0.876,0.104,-12.756,0.0377,02qaPvngBKTnUrNOx3v7Mq
531,165.96,0.69,0.705,0.17,0.643,0.0,0.234,-5.309,0.123,02qoqHv29LQCBw1mymxlY5
532,123.982,0.13,0.542,0.00226,0.728,0.00242,0.236,-4.22,0.0383,02r2uE8nEHpJAvFFttQxqh
533,164.033,0.972,0.814,0.284,0.924,0.00056,0.0503,-5.656,0.0613,02rAGLtevPpVzDAfA0xchb
534,176.021,0.548,0.633,0.29,0.743,0.00696,0.0629,-8.029,0.0362,02sas1xqIwRm7iWSoHDvKe
535,110.182,0.48,0.698,0.128,0.89,0.571,0.391,-5.519,0.224,02tnd3kkSmhfYwjY1Ka3cq
536,89.998,0.344,0.539,0.109,0.652,0.000175,0.333,-5.824,0.107,02uFtu7UyNAmZPyZvbEV8P
537,118.976,0.626,0.742,0.149,0.736,0.0,0.318,-4.002,0.0348,02uRCMxwVsADO15u8DSIFR
538,84.045,0.233,0.339,0.515,0.362,4.84e-05,0.0485,-15.186,0.0383,02uXMieKvvoIHTot6uLHKr
539,139.933,0.355,0.5,0.0788,0.549,0.0,0.121,-6.571,0.365,02ucbv2N7O5RqtNucsaibg
540,132.977,0.512,0.72,0.0334,0.892,0.000256,0.0516,-2.36,0.0556,02uezqHLwcXf3ufiThKJIm
541,130.025,0.865,0.917,0.38,0.338,0.0,0.0903,-8.088,0.0535,02ukaWktkG0yGPyYo0yiYF
542,160.037,0.489,0.488,0.0131,0.84,0.824,0.0873,-5.24,0.0301,02v81HQA1yS0DSZ4dw3YzF
543,131.153,0.516,0.814,0.746,0.206,0.0,0.0976,-14.698,0.0428,02vEcguZ2EOaPgFR9sxhoW
544,120.008,0.417,0.459,0.0876,0.93,0.812,0.264,-3.933,0.0598,02vb7wBEKwL6ibjUyYxvBY
545,82.971,0.647,0.597,0.337,0.262,0.0432,0.156,-11.523,0.107,02vhlFkPd0QrUvjdSIylib
546,148.013,0.337,0.538,0.00907,0.495,0.0,0.111,-7.211,0.0278,02wIS2Kt8hiL7KrSND7usU
547,173.885,0.576,0.401,0.000323,0.921,1.28e-06,0.103,-2.882,0.0578,02wMbcSzi98ahUnVqqaSXk
548,149.716,0.301,0.231,3.82e-05,0.991,0.481,0.779,-4.075,0.162,02wl7iFYLiTUcE8DVk72OQ
549,154.149,0.634,0.599,0.0713,0.74,0.00022,0.464,-8.453,0.0729,02woIwq9GpKIDH6tMACUcH
550,111.661,0.16,0.4,0.786,0.398,3.47e-06,0.333,-6.038,0.0385,02yD6Wmpx5kLAoXLQOnuEb
551,124.746,0.248,0.469,0.0566,0.664,1.58e-06,0.482,-7.16,0.121,02yRHV9Cgk8CUS2fx9lKVC
552,126.085,0.961,0.567,0.741,0.81,0.0,0.101,-7.269,0.112,02ypZRUd6ryODvcLsl7omG
553,129.97,0.196,0.573,0.488,0.466,0.814,0.104,-7.275,0.0299,02zIddEu5KR0z4riBzHJU4
554,83.668,0.161,0.434,0.644,0.496,0.652,0.127,-11.199,0.0488,02zUl7lBXXNJk7JGu9YIId
555,84.7,0.184,0.371,0.649,0.582,2.52e-05,0.208,-6.763,0.0299,030wjYcuoy5olfQG4aTFSj
556,139.997,0.204,0.453,0.000321,0.959,0.14,0.132,-6.121,0.119,031uTUhyy6xmDJqmeWJBi9
557,132.313,0.416,0.368,5.45e-05,0.615,0.108,0.112,-7.027,0.0335,0326iF9YE7ED8XE1q1wgPl
558,159.987,0.638,0.455,0.094,0.978,0.000239,0.273,-1.861,0.195,032BHbzqmtBi4P5swU0YFd
559,127.981,0.318,0.439,0.000474,0.836,0.738,0.111,-5.864,0.0689,032QjNqvrxC17TBxvLMH2S
560,180.572,0.539,0.427,0.0314,0.718,0.000176,0.0784,-8.709,0.32,032UnpKLIp5ih18SsZKwB7
561,149.929,0.436,0.638,0.666,0.885,9.89e-05,0.155,-4.353,0.259,0332p5aiaQ6vyomilcGSy4
562,151.798,0.548,0.669,0.394,0.488,0.000649,0.0952,-4.711,0.326,0336UwEBwBBao8uWCuugYr
563,95.057,0.871,0.888,0.317,0.625,0.0,0.0963,-4.896,0.154,034PlGGQrLQexMOGTvsQDw
564,147.855,0.175,0.606,0.00255,0.659,0.0,0.0763,-5.823,0.113,034xAB2vQuUekaAIHqR9CY
565,129.99,0.926,0.882,0.0475,0.562,0.374,0.0338,-7.67,0.0368,035Ag6mdG1EWFZvgdnK8lK
566,105.013,0.528,0.74,0.211,0.51,0.00951,0.0825,-7.477,0.0242,035QPHPAcqApSGMMcogT45
567,113.233,0.196,0.563,0.73,0.18,0.0,0.103,-11.439,0.0359,035guKHan7qj7pnRZ5uLIA
568,119.977,0.601,0.88,0.0688,0.748,4e-06,0.0801,-5.605,0.247,0362SHfDTYXjWFVa8PPY7I
569,118.024,0.93,0.71,0.039,0.925,0.0,0.127,-3.329,0.0359,036GQb6SETOJJG8BxJTNxc
570,150.182,0.361,0.637,0.0315,0.746,0.0,0.21,-4.937,0.104,036PiJFVPpA4Q3BRAVueOc
571,81.876,0.339,0.414,0.0366,0.808,0.0,0.283,-5.216,0.322,036X5f2KQy1v5Cm35I35SP
572,110.129,0.882,0.718,0.375,0.981,0.0,0.0624,-1.389,0.0772,036jkW6pG9ibsGNkmzKYMu
573,78.831,0.483,0.474,0.0447,0.733,0.0,0.0663,-6.82,0.192,036nr5jRMRlrvtEVvld4lj
574,115.01,0.0946,0.354,0.974,0.0838,0.0137,0.117,-19.267,0.0346,036pGlJwc9ZVFJNLmniSbF
575,72.002,0.302,0.401,0.807,0.891,0.0,0.923,-10.215,0.879,036qHucnn23VHVhmQcLbFh
576,169.98,0.268,0.285,0.000174,0.715,0.00028,0.0949,-5.523,0.0362,036qTWu4dGpjNnTTD4slbK
577,75.667,0.323,0.533,0.0159,0.904,0.0,0.283,-4.741,0.0656,0375PEO6HIwCHx5Y2sowQm
578,74.996,0.144,0.495,0.13,0.625,0.0,0.0996,-5.567,0.0309,037VR14rwRPwnqfgENBok3
579,188.043,0.72,0.476,0.00219,0.88,0.0,0.184,-4.522,0.0597,037fqW4P2XpIzHV7PqWdru
580,117.729,0.787,0.614,0.228,0.498,0.0,0.207,-6.387,0.0389,037hX8PfYfF3edGvQ8VGLT
581,90.015,0.264,0.502,0.665,0.525,0.0,0.459,-6.475,0.0282,037u9C5umoOYx84lhm7EgA
582,110.987,0.326,0.661,0.000154,0.79,0.00103,0.285,-4.996,0.0499,038i5NohIAEOc7eCtoNhBC
583,130.008,0.539,0.577,0.000211,0.947,0.65,0.118,-5.24,0.0423,038tw6XKDY08AXxpIiNbJP
584,115.005,0.128,0.381,0.00334,0.694,0.0246,0.0771,-4.484,0.032,038xvzzYfsTElwXGSw6Cmz
585,111.957,0.0716,0.647,0.856,0.512,0.0,0.134,-8.479,0.0381,039NLDI1UZZlXtLB0Kog6W
586,186.117,0.423,0.475,0.00235,0.895,0.0,0.191,-5.026,0.069,03AFsaMpbotuJSfloaPEPH
587,127.581,0.828,0.554,0.0777,0.763,1.42e-06,0.145,-6.521,0.177,03ATKw97s9WHuek1TKmhVq
588,161.795,0.947,0.595,0.159,0.95,1.55e-06,0.323,-6.851,0.0668,03AWIG0lwG8JNbQMPvryAi
589,138.12,0.289,0.771,0.0854,0.522,9.4e-05,0.22,-5.629,0.219,03BB0xEzzKC24Z6zDpZ3QC
590,170.233,0.413,0.304,0.0476,0.963,1.05e-06,0.0992,-4.631,0.451,03BdcMrydCSaBEEhwx5ZDl
591,94.897,0.17,0.36,0.0623,0.622,1.66e-05,0.148,-8.498,0.0442,03BlS72KhozBLB4dXIB3TV
592,130.021,0.102,0.665,0.0371,0.91,0.000487,0.493,-5.289,0.0756,03BpMAiFJ0b9c47Ntt8MRf
593,160.317,0.157,0.299,0.000114,0.964,0.34,0.122,-4.281,0.108,03CG8r5olTTAq241A7CJBu
594,91.036,0.715,0.612,0.468,0.942,0.0,0.656,-3.737,0.0459,03CMkEwTMEgs69w1c9uDdo
595,177.941,0.203,0.301,0.236,0.654,0.0,0.128,-5.892,0.237,03D9dvJvM8hvoZ90babytA
596,77.917,0.689,0.477,0.567,0.464,0.0,0.487,-10.818,0.0272,03DQO1cC5RzTWRxJLzJCgy
597,118.598,0.327,0.462,0.00118,0.81,0.000939,0.347,-7.348,0.0427,03DqdkFte1sPKkvbyL4lLm
