pseudo_id,tempo,valence,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,track_id
798,122.06,0.31,0.693,0.592,0.477,0.0,0.118,-8.012,0.0305,04F1slSLfciNXAPZgdXtmW
799,163.942,0.786,0.606,0.456,0.829,0.0,0.0733,-5.62,0.0868,04F9ogoE7mShFurbvj9Y9U
800,139.92,0.445,0.618,0.209,0.548,1.71e-05,0.448,-6.551,0.0303,04FdD1nYNw8tB9CD7aNp91
801,101.895,0.144,0.256,8.41e-06,0.992,0.27,0.096,-4.505,0.136,04FfBJZBfU0UR5uqR4CJAD
802,120.003,0.791,0.709,0.0191,0.776,0.815,0.153,-8.351,0.0348,04G8syWNtbjgFSto01d7kd
803,104.016,0.713,0.544,0.00379,0.837,0.3,0.139,-6.158,0.0411,04GM7GU7v1RTgpopxFBu18
804,176.772,0.519,0.473,0.409,0.44,0.0,0.0994,-8.872,0.0355,04GSbfB9TU0uH32b3rZbLs
805,151.993,0.965,0.543,0.173,0.805,4.71e-06,0.141,-4.609,0.0491,04HYbU0XgrwWfQOak1FLr1
806,116.96,0.245,0.578,0.0911,0.619,0.0,0.172,-6.911,0.0311,04HenXWHfLUlsRsLPiBd0k
807,139.043,0.329,0.348,0.939,0.0732,0.0,0.137,-18.339,0.0363,04HoOUWF0qk81g0m7lObeZ
808,142.061,0.29,0.611,0.45,0.379,0.0,0.195,-10.194,0.0255,04IGL9xrDFZ2HHDf0rNfxR
809,110.01,0.939,0.796,0.125,0.748,0.0,0.253,-6.606,0.0473,04IJWWnE3Aii7gsmmD1CwK
810,134.015,0.435,0.555,0.00142,0.705,0.684,0.102,-6.236,0.03,04IpcDXPleA3v8XM4oB3kR
811,123.976,0.16,0.753,0.369,0.592,0.0182,0.104,-6.819,0.0863,04J0z2CDhzlw1YfyaKlIFF
812,109.761,0.856,0.727,0.304,0.735,0.0,0.293,-7.167,0.0467,04JEvxmdGP93VzXekCxoJZ
813,95.052,0.206,0.599,0.733,0.381,0.0,0.123,-8.337,0.0244,04Jcc8kwlHR9XlmUxUgEKq
814,99.98,0.491,0.633,0.065,0.749,0.0207,0.0676,-7.915,0.0311,04Jdmzb6gfuSZxGfAFc2NH
815,140.615,0.328,0.529,0.0245,0.549,0.0,0.0757,-6.024,0.35,04KJ4NGb2T22y26sTO41Q0
816,125.834,0.129,0.59,0.936,0.244,2.01e-06,0.0993,-10.82,0.035,04KOKbLltnesz9zVDavtLq
817,94.0,0.902,0.801,0.28,0.546,0.929,0.141,-7.256,0.132,04KsMCb9PZE2S0AtUU8Jhb
818,94.839,0.265,0.312,0.834,0.4,0.0,0.101,-9.272,0.0279,04L0p8GVp0O2OL8MXMjlsB
819,100.604,0.0383,0.355,0.944,0.344,0.911,0.109,-14.824,0.0368,04L6QVctO1p6rEiYh75yBo
820,104.432,0.65,0.756,0.604,0.419,0.0,0.0606,-8.889,0.0873,04LAPXr5C6W4ufoCVxr5Bx
821,128.024,0.441,0.542,0.251,0.862,0.000122,0.111,-4.423,0.0969,04LHuPqOMSpnHFaziPq1qO
822,180.025,0.232,0.608,0.0493,0.314,0.000106,0.137,-15.461,0.12,04LT2LwW5cMrIuq4Kvn1rM
823,78.002,0.287,0.781,0.026,0.532,0.0,0.0973,-8.399,0.2,04LsUHWpuMYh91dyCD7LNu
824,94.99,0.735,0.911,0.00435,0.777,0.0,0.0567,-2.579,0.26,04LxAkKoZd83WHB7ROzvoX
825,144.352,0.4,0.431,0.262,0.511,0.000185,0.0989,-6.717,0.0243,04M1uzCIkhWy9usJrtEc2C
826,114.765,0.214,0.631,0.772,0.277,0.0,0.114,-10.985,0.0537,04M3DsiMNyn8s5XQJrW5sL
827,138.538,0.0391,0.235,0.889,0.411,0.935,0.207,-11.371,0.0301,04Me7GXTY03245nMR0YRGI
828,86.689,0.532,0.395,0.00476,0.719,0.0,0.0892,-5.791,0.211,04MnLPpWdsoyFmuZzUHGnQ
829,114.922,0.086,0.725,0.444,0.127,0.365,0.118,-11.153,0.0595,04Mr5jeXzPFnEQUPtPzRVP
830,104.097,0.528,0.578,0.602,0.629,0.0,0.0708,-6.774,0.118,04NcPs5V6181I5hvUFY4Vp
831,153.021,0.701,0.543,0.0191,0.938,0.0,0.141,-4.745,0.0371,04O44ubiHsmxax67XcZgCh
832,151.963,0.15,0.427,0.161,0.751,0.0,0.0975,-6.696,0.0464,04OwNcF5kB2dM6X43Z9g9t
833,140.014,0.624,0.572,0.024,0.663,1.52e-06,0.371,-7.316,0.105,04OzTY1aR3ddOvyzHORSIh
834,125.009,0.391,0.497,7.06e-05,0.989,0.000263,0.413,-2.391,0.0895,04PB5VsFr1xbAph2ppzD89
835,110.203,0.0397,0.507,0.289,0.742,0.00403,0.0712,-7.194,0.0872,04Pc4kI4hS4C8oIFHFyXHB
836,147.952,0.759,0.606,0.466,0.962,1.11e-06,0.979,-3.965,0.0767,04PlQmD52bJDdRsKEgG99I
837,100.031,0.534,0.704,0.0288,0.77,0.0,0.299,-4.986,0.0666,04PxH7CFGAaAvo6j0zZAOr
838,120.08,0.199,0.369,0.792,0.366,0.899,0.0887,-5.991,0.037,04Pz67xTLt7UBafUQKzrs3
839,148.008,0.169,0.353,0.00245,0.762,6.4e-06,0.0907,-5.422,0.0386,04QKeqtQ1KCDHTXK6mNwqX
840,69.421,0.0387,0.216,0.976,0.0511,0.934,0.0893,-25.233,0.0513,04QWxRzLnJzXy9gYQKtl6f
841,119.757,0.942,0.737,0.706,0.486,2.28e-06,0.179,-5.818,0.0442,04QYNjGUwtJ3emEPCvjaJl
842,91.964,0.774,0.516,0.0269,0.824,0.0,0.0696,-5.473,0.26,04R63LtwXGvm2OO5zyDa3h
843,128.047,0.0538,0.426,0.102,0.574,0.00461,0.077,-6.793,0.0288,04RV7yZOP59Me1Q4NoelMx
844,178.064,0.451,0.564,0.889,0.455,1.25e-05,0.108,-11.296,0.126,04SaNxbEN3fysbISrIiYod
845,180.094,0.699,0.76,0.371,0.54,0.0,0.481,-7.666,0.275,04SjhfpIKuLzsxCUYY838j
846,77.767,0.702,0.345,0.683,0.943,2.1e-05,0.216,-1.799,0.116,04SsHWzDOGc4vozF5ewNZF
847,137.39,0.237,0.309,0.43,0.542,0.0,0.0954,-6.023,0.031,04THq9ESnlipU969vuvSJx
848,96.483,0.52,0.78,0.44,0.705,0.0171,0.343,-6.976,0.0627,04TdDL9q31EgSZ6hMsDrpb
849,85.035,0.684,0.657,0.00267,0.797,0.0,0.609,-3.08,0.128,04TfSQMv5y5lVyCEdEaMHY
850,97.957,0.485,0.658,0.627,0.396,0.0,0.176,-12.753,0.0319,04TvtzVrd7FufnY5KJLXzO
851,100.268,0.596,0.624,0.956,0.224,0.0115,0.0895,-17.333,0.0366,04UHnyTynjTLw4uyO0GVlK
852,95.008,0.477,0.694,0.64,0.689,1.8e-06,0.0776,-5.463,0.03,04UTqRsNm7ozil6lXW05dB
853,109.837,0.51,0.64,0.652,0.492,0.0,0.126,-6.2,0.0273,04UVqH7qE1vPhtuN9kud5E
854,80.001,0.83,0.592,0.731,0.721,3.74e-06,0.099,-4.231,0.0311,04UVwAr6KCutpsLB4xX07n
855,73.201,0.39,0.499,0.517,0.521,0.0,0.127,-7.921,0.0396,04VtzZ6KCEZLoEomgVR4ln
856,119.914,0.619,0.656,0.225,0.95,9.35e-06,0.973,-4.795,0.138,04WB3yqGPyRKrsPWNhrlI1
857,84.969,0.6,0.517,0.796,0.212,0.0,0.17,-9.7,0.0399,04WQx5XWBaExK6vEP0gaO0
858,129.467,0.16,0.444,0.987,0.0296,0.869,0.11,-20.414,0.0411,04XGikZ9fnfEaQwobrQmbA
859,167.995,0.581,0.772,0.144,0.678,0.0,0.135,-8.418,0.219,04XYmCWsrPaPIb1juv6nQz
860,118.889,0.979,0.874,0.157,0.668,0.0,0.0493,-7.421,0.038,04Xdk7F9HgyHBcAwO7KE3F
861,190.113,0.418,0.313,0.0799,0.824,0.0333,0.957,-7.022,0.0453,04YCoK8SspDy9Gv52aUrz8
862,87.993,0.576,0.612,0.105,0.562,0.3,0.0588,-10.232,0.0637,04YObtYkElo3sNcr9hUe1w
863,118.023,0.856,0.773,0.439,0.774,0.000125,0.328,-3.67,0.0347,04YgriwmHLTTFvTbv3deyA
864,129.478,0.74,0.716,0.0249,0.559,0.000525,0.072,-17.685,0.0273,04Z2XuWzPw7z1M7oNk7pw4
865,109.509,0.446,0.502,0.0198,0.58,1.56e-05,0.204,-6.48,0.0294,04ZUQ7G8Aa0B7wvg12ypuw
866,139.867,0.145,0.652,0.0072,0.436,0.00161,0.257,-7.566,0.0292,04Zd8p9whNyRQWuhX76CmL
867,91.078,0.229,0.492,0.0104,0.873,0.0,0.0895,-3.193,0.0392,04ZzbJOLBEhaf8PVQuH96u
868,176.024,0.372,0.608,0.0577,0.511,0.674,0.126,-8.43,0.0327,04bMCNhvHbOgUiKQb0lWND
869,95.3,0.743,0.647,0.000471,0.881,0.621,0.335,-7.866,0.0395,04bTkYXhpWoyvPI1jGK5JI
870,131.493,0.671,0.469,0.000163,0.89,1.59e-05,0.298,-2.544,0.0329,04bqNCd6eN1qjldAG483qA
871,126.093,0.809,0.718,0.0107,0.854,0.0104,0.321,-5.838,0.0434,04c7miOQqGx8o9yMhOOx1f
872,68.175,0.581,0.538,0.49,0.55,0.00014,0.334,-6.2,0.0317,04cAI1gdfstN3CyOJmWAJu
873,125.723,0.949,0.816,0.618,0.523,0.411,0.0681,-9.937,0.0586,04cCYxaUC2LObYVTGlRYBX
874,84.682,0.796,0.589,0.212,0.638,0.0,0.0799,-5.799,0.196,04clw2CZuvRzvV54g6Ua4L
875,104.006,0.397,0.563,0.213,0.741,0.0,0.0982,-5.728,0.031,04colE4oJt50AHwFhrT57v
876,155.996,0.963,0.58,0.0288,0.894,0.0524,0.0717,-7.051,0.0467,04ctleCukrabm2kiv9QuQc
877,172.459,0.161,0.084,0.879,0.0747,0.877,0.13,-34.012,0.0594,04cuyaLUTKspSKLyfcrCc1
878,127.969,0.175,0.637,0.783,0.395,0.000127,0.09,-8.955,0.0274,04dG2ZfpqtQClzQLbh6STO
879,92.974,0.425,0.638,0.039,0.661,0.0,0.082,-7.413,0.1,04e7R4lIAKPthXtQ2dsZjW
880,105.876,0.555,0.626,0.0944,0.75,0.0,0.338,-6.41,0.0384,04efbtT8ZGnboxb8KIzVmE
881,149.758,0.311,0.301,5.17e-05,0.925,0.00948,0.0982,-3.162,0.0985,04exsWMZ4wsNFIgppuL8T8
882,89.968,0.598,0.803,0.311,0.767,0.0,0.073,-5.377,0.0535,04f13iELcsYpY2yeLiAcfq
883,129.972,0.1,0.667,0.00127,0.561,0.0,0.132,-5.107,0.0324,04f7fQILKDgLE8aHbF73VO
884,100.995,0.665,0.497,0.0726,0.892,0.00345,0.225,-3.779,0.0537,04fYjbed1Q9DmGgDF6AtEV
885,105.041,0.803,0.787,0.205,0.523,0.0492,0.115,-8.628,0.0603,04fnzAJxtQZFVbn8N3XrQm
886,114.099,0.226,0.624,0.987,0.0974,9.46e-06,0.1,-13.821,0.0362,04gk0AL1K1okgiAzBNwmfV
887,151.68,0.0871,0.243,0.962,0.122,0.929,0.161,-23.829,0.0334,04gk89Ml90KQwgI4Exn0xY
888,134.029,0.427,0.773,0.993,0.0745,0.919,0.118,-17.891,0.044,04gsQiGof2SQdNzNrnJBMY
889,90.683,0.429,0.653,0.0667,0.566,0.0218,0.125,-8.547,0.0352,04h8ffz907S09MTRMccI6d
890,160.003,0.494,0.801,0.00286,0.592,0.0,0.0689,-5.615,0.0699,04hXcVEHwt9FRxrbEBZkiX
891,143.936,0.801,0.606,0.0288,0.842,0.0,0.369,-3.792,0.0552,04hZt915q6pqzxXuPsGG9z
892,165.907,0.73,0.597,0.0448,0.748,0.0,0.626,-5.906,0.223,04i2uLdBAfCSYjQzZqspDa
893,79.003,0.0743,0.212,0.891,0.16,0.00103,0.287,-13.231,0.0353,04i4SzFHSPsP1c6OQzuyOp
894,153.115,0.558,0.38,0.00457,0.822,1.77e-05,0.109,-5.095,0.105,04iBN2ttkQBfGLj6DYlhKF
895,112.037,0.458,0.519,2.51e-05,0.922,3.48e-06,0.248,-2.985,0.0409,04iq3WCwkHZSRH4xHfxNgY
896,119.648,0.347,0.375,0.00492,0.925,6.12e-05,0.045,-4.549,0.0826,04jmrsQI3WUHaUTZ6sZ6eM
897,106.394,0.67,0.885,0.0868,0.485,0.79,0.0883,-9.299,0.0872,04jqhpf3oV06HtlmthfcZZ
898,84.986,0.411,0.552,0.116,0.731,3.56e-06,0.135,-4.652,0.0476,04k5plYPTwmii4Su4081nN
899,94.978,0.669,0.673,0.166,0.861,0.0,0.0767,-6.613,0.443,04kQPbNW10V0GKiP1lfPU9
900,110.997,0.468,0.64,0.333,0.676,0.0093,0.707,-14.619,0.0465,04kUx3ZqhMfJPF0bLJw1FO
901,75.781,0.178,0.254,0.969,0.167,0.949,0.106,-13.185,0.0375,04kacCDAgqqT3nuGbLt6r4
902,143.838,0.37,0.828,0.141,0.623,0.0,0.141,-5.473,0.221,04ku0KAoZtLyeircAz5MeY
903,119.163,0.448,0.402,0.891,0.342,4.04e-06,0.101,-9.593,0.0322,04l6yHbxMQjmUt4wMuyfWE
904,73.469,0.257,0.437,0.886,0.148,0.0,0.114,-11.98,0.0301,04lSrPCYId76ftPqmKg53n
905,76.485,0.38,0.572,0.836,0.282,0.0,0.115,-14.897,0.038,04ldhfKQYUZKBCg1TcdoAU
906,129.747,0.119,0.531,0.339,0.289,0.000376,0.134,-10.065,0.0286,04mAOoQNsXmDJlyupJwmkO
907,112.015,0.878,0.764,0.178,0.779,0.0,0.179,-7.664,0.0594,04mq28ok538qTCtlcApfs9
908,140.981,0.308,0.652,0.708,0.326,0.042,0.114,-9.789,0.0337,04nAGPiHLZtu8u4n4eS4uh
909,88.033,0.819,0.487,0.107,0.71,0.0,0.0915,-5.636,0.0718,04nemEju86ULMJ1iy6EAsF
910,149.044,0.363,0.504,6.34e-05,0.951,4.13e-05,0.344,-3.32,0.0607,04nmPSC0Nt68vRb6XcjzJc
911,114.658,0.281,0.581,0.495,0.7,0.0011,0.12,-6.763,0.0844,04pehLDX56sU40yBcdEbg8
912,115.013,0.938,0.873,0.0625,0.629,0.0017,0.269,-8.83,0.111,04pnOy580O0I2Htn3VT9b3
913,121.876,0.516,0.579,0.539,0.449,6.45e-06,0.0968,-8.889,0.0287,04ptRnX17bfLoQ7i4pZAKc
914,120.012,0.603,0.853,0.262,0.556,0.0306,0.0619,-10.101,0.0379,04pwvjEZN5qeQsfjz7F1Kl
915,83.584,0.337,0.38,0.876,0.234,0.0,0.2,-8.29,0.0338,04qD1K73NlKL7dKE5lLJdO
916,78.056,0.582,0.639,0.00355,0.857,0.0,0.322,-5.295,0.0361,04qWdvB1jkdmkAE0XDRvvk
917,134.365,0.187,0.353,0.694,0.52,0.0,0.145,-4.751,0.0318,04qqfjPWDqrg9q3HTToCfZ
918,87.646,0.0517,0.195,0.964,0.0831,0.887,0.0795,-19.627,0.0375,04r3Q1qtj1y3kyOXJy7Gk3
919,126.818,0.596,0.554,0.509,0.753,0.00137,0.195,-7.088,0.0334,04rMosX7Wp0gVhUPcJEPQr
920,74.958,0.248,0.508,0.0936,0.519,0.0,0.109,-7.786,0.0273,04riTCK49m7KmAHVCdNoev
921,104.729,0.715,0.671,0.0829,0.897,0.0,0.159,-4.254,0.332,04t8KUfSfNae6iC2yxMzy4
922,135.029,0.55,0.611,0.811,0.516,8.17e-06,0.109,-10.325,0.0482,04tj3gKVhgE883GQBgZlJi
923,118.764,0.697,0.621,0.776,0.316,0.00356,0.139,-17.503,0.106,04ty6HwbPa50ZxzxrMdQQx
924,87.989,0.933,0.643,0.431,0.891,0.0,0.121,-3.343,0.034,04u9U3bDD9dVZFDDI8v0ME
925,165.116,0.347,0.379,0.00554,0.595,0.468,0.48,-10.736,0.0457,04uGsEzXnvFxNtZzGzyuqn
926,139.876,0.126,0.409,0.75,0.35,0.0,0.114,-8.025,0.0275,04ugzFDYcsvp9ssHo0L2QQ
927,128.399,0.827,0.669,0.0596,0.979,0.896,0.0861,-7.218,0.0361,04uwJ9uQ9C3MhgwP9NACU9
928,97.143,0.963,0.662,0.424,0.79,0.0,0.0742,-5.808,0.0362,04uzw4rZ5ziac3cQQZpySZ
929,147.98,0.811,0.548,0.0123,0.946,0.0225,0.811,-4.331,0.0518,04w0DIF4bfFgnm6yLEtnrh
930,129.983,0.737,0.797,0.826,0.665,0.0,0.118,-6.398,0.0968,04wMxAODo0m0fWDJwk7ovy
931,99.977,0.775,0.87,0.524,0.536,0.00158,0.0737,-8.201,0.0978,04wTurGPiiCycX8meWvf6v
932,103.115,0.301,0.457,0.614,0.463,2.47e-05,0.106,-8.929,0.0341,04wrnpT0QumuU3GPWbf0VV
933,112.985,0.173,0.543,0.14,0.428,0.0,0.0876,-8.966,0.0262,04x6DpeFQ72efXsD0DmWPQ
934,120.986,0.664,0.69,0.163,0.91,0.0,0.0665,-4.103,0.083,04yfprdwbPNibN8M6vE8NQ
935,140.27,0.401,0.498,0.00824,0.809,0.0,0.189,-4.304,0.0564,04z8Jp9dEXMwW7SkCYYwWh
936,149.889,0.469,0.655,0.12,0.924,0.0301,0.577,-6.019,0.252,04zTdcX84IbaTHZWqsuSpF
937,151.517,0.268,0.573,0.0449,0.715,0.00322,0.0811,-6.455,0.0786,04zjJ3DfROLfusux2ZwhHM
938,150.045,0.297,0.519,0.0997,0.748,0.0,0.12,-5.938,0.075,04zodNGYYLI7Q7DsFgQAql
939,140.002,0.58,0.543,0.0101,0.745,0.0,0.316,-5.539,0.246,04ztwRi3PCiARDmoBUkn3U
940,69.352,0.0661,0.183,0.876,0.458,0.776,0.355,-9.651,0.0459,04zxGiXcmNQ0m9oDXtwo18
941,91.935,0.803,0.655,0.19,0.783,0.0,0.888,-5.35,0.0612,05014TXxT7UUAe3C7Vi5OL
942,170.068,0.979,0.749,0.371,0.622,0.0,0.0695,-6.606,0.0702,050UuOQmyhJ470uVMpm6dM
943,120.014,0.782,0.545,0.000357,0.916,0.0,0.0818,-3.507,0.0348,050hh6aTGgKMkoEvTMuwux
944,148.984,0.445,0.586,0.475,0.633,4.29e-06,0.164,-7.688,0.0318,050iNgNKEUrJboOnH4Jhm6
945,98.082,0.519,0.761,0.0941,0.821,5.73e-06,0.0594,-2.407,0.0695,051VzpEn17dLinnypLAUNG
946,90.768,0.741,0.697,0.26,0.67,0.0,0.0568,-7.544,0.0698,051rkBaYDt3Ls8zapH40xM
947,85.872,0.605,0.457,0.102,0.682,0.0,0.0833,-5.244,0.118,051urfGQsQOQXSbjIumG9v
948,80.085,0.409,0.697,0.729,0.459,8.35e-06,0.0971,-8.498,0.448,0526DaOuV7mRlPKxhMSJKw
949,180.035,0.244,0.632,0.154,0.563,0.000471,0.125,-8.217,0.178,052G0hdELhqeH21QthbGvF
950,167.014,0.219,0.327,0.923,0.19,2.97e-06,0.0759,-10.2,0.0357,052oCOM3iop09zYBpn5rGJ
951,164.233,0.0926,0.337,0.0144,0.582,0.0,0.107,-7.603,0.0552,052qlLEH6ToEQfmSGK8YRQ
952,95.046,0.477,0.686,0.257,0.691,0.0,0.145,-4.616,0.0371,052vSBPxqdmYRDlkSPiavc
953,139.933,0.224,0.51,0.596,0.65,0.0,0.474,-5.599,0.0329,0536KlZHZbBfPlCCb7hxDA
954,87.981,0.367,0.634,0.0114,0.833,0.0,0.138,-5.905,0.0709,053ErGCGPpBtr5T9E32wDC
955,77.003,0.685,0.311,0.621,0.0874,0.0306,0.0934,-26.492,0.106,053kZxouGV0zcP4f6YCsUU
956,140.069,0.154,0.689,0.0202,0.67,9.19e-05,0.134,-6.94,0.0758,053tQJvHupZLhjUWMmHlQ1
957,152.018,0.963,0.618,0.00897,0.763,0.0,0.3,-6.075,0.0379,053trmldheiFgDGCGgZ4WW
958,133.881,0.302,0.448,0.568,0.412,5.68e-05,0.159,-7.877,0.0281,053yoApAqzVFYZQUcf60Zv
959,143.93,0.364,0.567,0.831,0.368,0.0,0.142,-7.392,0.0342,054sQZ2qmw0Ya7N0XSxl3j
960,140.024,0.588,0.741,0.103,0.516,0.0,0.11,-9.416,0.224,0554XmQ9GXKFe1yINHl0CQ
961,162.871,0.287,0.395,0.0162,0.665,0.0118,0.116,-6.254,0.028,055qy9CPBFPD4PhC23cULi
962,108.647,0.62,0.585,0.798,0.819,0.0,0.916,-4.219,0.087,056E9aOuW3mlHZhSOU6geS
963,75.929,0.608,0.629,0.243,0.731,7.19e-06,0.107,-8.471,0.0641,056WH5eZUYEjtJK5LzDMcJ
964,92.006,0.714,0.652,0.193,0.844,0.0,0.234,-6.806,0.0656,056l0NdK5ZmSG9Z31QC8ii
965,142.131,0.552,0.599,0.283,0.954,0.0,0.837,-1.983,0.0963,056xcS5mhyny7dnDgndqjD
966,38.137,0.0372,0.239,0.986,0.0607,0.685,0.113,-22.497,0.0417,05704F5Uk32MIb9tX5omWQ
967,120.272,0.337,0.181,0.00292,0.743,0.79,0.43,-5.972,0.0477,057Tt2X3tVjt49e1XtoSnQ
968,123.012,0.594,0.831,0.0202,0.51,0.0092,0.102,-8.341,0.0558,057rAkaQRDyHvVeMn2TCw6
969,89.1,0.398,0.365,0.0126,0.774,0.0,0.357,-3.701,0.259,0588kHJ34DF7ZvTyuo4Dnk
970,77.266,0.333,0.44,0.0393,0.522,0.73,0.129,-14.14,0.0955,058LWxwKky2YH6GlA7bOVw
971,133.512,0.899,0.733,0.571,0.585,0.00523,0.0892,-5.551,0.0314,058T5UiAWu70uTAYDN67kY
972,125.018,0.369,0.727,0.614,0.693,0.418,0.122,-9.916,0.042,058bYtysQS0bnt7KtEnZsg
973,121.532,0.388,0.42,0.3,0.477,0.0,0.105,-7.663,0.0281,058tyWQSQ3CrXp1locpRdN
974,118.037,0.154,0.369,0.666,0.378,0.00807,0.29,-8.809,0.0722,058xJ3P9GObtmf10EpsRwm
975,108.156,0.357,0.492,0.434,0.638,0.954,0.154,-9.095,0.0295,058ylCuWsj0Q85LWviID7u
976,79.337,0.105,0.465,0.594,0.396,0.0,0.0989,-10.641,0.0276,059NVOghDOwrfO304aKYYj
977,172.958,0.462,0.56,0.0012,0.957,0.0183,0.602,-6.881,0.391,059Ym3Ib9pLNZkzanJPiSC
978,130.034,0.402,0.858,0.276,0.481,0.00075,0.42,-8.096,0.26,05AXwekEtlEQtIShshh7aY
979,150.016,0.215,0.914,0.0031,0.515,0.0,0.105,-9.934,0.356,05And5JRQJeIaMASE5D9Nj
980,120.985,0.872,0.965,0.589,0.784,1.89e-05,0.564,-4.287,0.122,05ApEAT889haImO4kMB6Z1
981,146.328,0.63,0.581,0.0619,0.629,0.506,0.111,-7.56,0.055,05BJQUM4bATKGFheqrC6CW
982,95.004,0.223,0.323,0.016,0.876,0.1,0.198,-4.788,0.0567,05BRMmqApBaBjxQlxTeD7p
983,139.999,0.435,0.54,0.606,0.766,0.0,0.0903,-4.478,0.05,05BgC2247XGi8ySwBzOO0o
984,128.819,0.226,0.479,0.00227,0.69,0.0,0.783,-7.759,0.0352,05BiVquekV6TGChaw1H0Kb
985,158.728,0.722,0.7,0.0641,0.712,1.55e-05,0.167,-6.424,0.0413,05BtN8RrrRQdmNnGTX9cHo
986,83.534,0.563,0.561,0.181,0.757,0.0,0.371,-7.3,0.429,05CCOTdasNBq1buAjKDhTl
987,119.124,0.551,0.557,0.761,0.462,0.0,0.0833,-7.093,0.0404,05CE2mvaIBPMCHuCfzYIzs
988,85.024,0.249,0.512,0.0724,0.526,0.0,0.0675,-5.44,0.0251,05CrK6Q5VGtfPDtyQFJ4Kf
989,140.009,0.425,0.413,0.000133,0.917,0.0011,0.0887,-4.228,0.0624,05CtArkh6PiG3ENphh5qpG
990,174.964,0.966,0.586,0.705,0.531,1.89e-05,0.0918,-3.958,0.0402,05D1EBsM6yXdThNje9VWoh
991,109.847,0.528,0.776,0.117,0.725,0.0,0.142,-5.191,0.0751,05DDI0GbLFd0oAfWuSrI8y
992,144.167,0.303,0.44,0.537,0.591,0.0,0.0486,-6.708,0.0322,05DMXMZvPUrxCGdTuvnJlG
993,161.788,0.561,0.491,0.0735,0.834,6.42e-06,0.0953,-5.101,0.0341,05DejmhRYCktQogzOVX1H9
994,204.049,0.696,0.481,0.341,0.443,1.73e-05,0.123,-10.37,0.0427,05DjGdZSV6nEeUkd78afBO
995,81.009,0.0823,0.745,0.0741,0.251,0.785,0.0923,-12.14,0.0429,05E1O0BB7rJZ9WYV0ceXr3
996,102.967,0.791,0.752,0.14,0.79,2.64e-05,0.0773,-4.718,0.0559,05EcX9f7aj858At27OLDLb
997,156.832,0.842,0.622,0.574,0.799,0.0,0.346,-4.61,0.203,05EvjHlCUgXSZ63pANGA8E
998,139.863,0.277,0.563,0.415,0.401,0.00305,0.158,-9.073,0.0243,05Ez6KwjICkscWQVTsT3f5
999,174.564,0.83,0.179,0.148,0.736,0.9,0.23,-7.66,0.0347,05EzpG5riTDvvmrZJgcBPV
